,Nº Registro,Medicamento,Laboratorio,Fecha Aut.,Estado,Fecha Estado,Cód. ATC,Principios Activos,Nº P. Activos,¿Comercializado?,¿Triangulo Amarillo?,Observaciones,¿Sustituible?,¿Afecta conducción?,¿Problemas de suministro?,nombre
22027,64565,LISINOPRIL ARISTO 5 mg COMPRIMIDOS EFG,Aristo Pharma Iberia S.L.,18/02/2002,Anulado,13/12/2024,C09AA03,LISINOPRIL,1,NO,NO,Medicamento Sujeto A Prescripción Médica. Tratamiento De Larga Duración,,NO,NO,LISINOPRIL
22028,64582,NORVECTAN 600 MG POLVO PARA SUSPENSION ORAL,Laboratorio De Aplicaciones Farmacodinamicas S.A.,22/02/2002,Autorizado,22/02/2002,M01AE01,IBUPROFENO LISINA,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,NORVECTAN
22029,65586,NICOTINELL FRUIT 4 mg CHICLE MEDICAMENTOSO,Haleon Spain S.A.,15/09/2003,Autorizado,22/09/2003,N07BA01,NICOTINA,1,SI,NO,Sin Receta,,NO,NO,NICOTINELL
22030,65594,PRITADOL 20 mg COMPRIMIDOS,Laboratorios Alter S.A.,12/09/2003,Autorizado,12/09/2003,C10AA03,PRAVASTATINA SODICA,1,SI,NO,Medicamento Sujeto A Prescripción Médica. Tratamiento De Larga Duración,,NO,NO,PRITADOL
22031,65666,PRAVASTATINA ALMUS 40 mg COMPRIMIDOS EFG,Almus Farmaceutica S.A.U.,17/10/2003,Suspenso,11/08/2020,C10AA03,PRAVASTATINA SODICA,1,NO,NO,Medicamento Sujeto A Prescripción Médica. Tratamiento De Larga Duración,,NO,NO,PRAVASTATINA
22032,65723,FLUCONAZOL NORMON 2 mg/ml SOLUCION PARA PERFUSION INTRAVENOSA EFG,Laboratorios Normon S.A.,14/10/2003,Autorizado,14/10/2003,J02AC01,FLUCONAZOL,1,SI,NO,Uso Hospitalario,,NO,NO,FLUCONAZOL
22033,77438,"VALSARTAN / HIDROCLOROTIAZIDA AUROBINDO 80 MG/12,5 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG",Laboratorios Aurobindo S.L.U.,06/02/2014,Anulado,02/08/2021,C09DA03,"VALSARTAN, HIDROCLOROTIAZIDA",2,NO,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,VALSARTAN
22034,77440,VALSARTAN / HIDROCLOROTIAZIDA AUROBINDO 160 MG/25 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,Laboratorios Aurobindo S.L.U.,06/02/2014,Anulado,26/07/2021,C09DA03,"VALSARTAN, HIDROCLOROTIAZIDA",2,NO,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,VALSARTAN
22035,77441,"VALSARTAN / HIDROCLOROTIAZIDA AUROBINDO 320 MG/12,5 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG",Laboratorios Aurobindo S.L.U.,06/02/2014,Anulado,09/02/2023,C09DA03,"VALSARTAN, HIDROCLOROTIAZIDA",2,NO,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,VALSARTAN
22036,77447,RIVASTIGMINA APOTEX 9.5 MG / 24 H PARCHES TRANSDERMICOS EFG,Apotex Europe B.V.,24/04/2013,Anulado,06/09/2021,N06DA03,RIVASTIGMINA,1,NO,NO,Diagnóstico Hospitalario,,SI,NO,RIVASTIGMINA
22037,77456,PROSPANTUS JARABE EN SOBRES,Engelhard Arzneimittel Gmbh & Co. Kg,24/04/2013,Autorizado,24/04/2013,R05CA12,YEDRA,1,SI,NO,Sin Receta,,NO,NO,PROSPANTUS
22038,77461,"OPTISPRING 0,5 MG/ML COLIRIO EN SOLUCION",Laboratorios Cinfa S.A.,24/04/2013,Autorizado,02/02/2015,S01GA02,TETRIZOLINA HIDROCLORURO,1,SI,NO,Sin Receta,,NO,NO,OPTISPRING
22039,77479,ALPRAZOLAM AUROBINDO 1 MG COMPRIMIDOS EFG,Laboratorios Aurobindo S.L.U.,30/04/2013,Anulado,22/01/2021,N05BA12,ALPRAZOLAM,1,NO,NO,Medicamento Sujeto A Prescripción Médica. Psicótropos,,SI,NO,ALPRAZOLAM
22040,77494,GULRIKE 60 MG COMPRIMIDOS DE LIBERACION MODIFICADA EFG,Krka D.D. Novo Mesto,12/05/2013,Anulado,02/01/2024,A10BB09,GLICLAZIDA,1,NO,NO,Medicamento Sujeto A Prescripción Médica. Tratamiento De Larga Duración,,SI,NO,GULRIKE
22041,77515,EPLERENONA ARISTO 25 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,Aristo Pharma Iberia S.L.,01/07/2013,Autorizado,01/07/2013,C03DA04,EPLERENONA,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,EPLERENONA
22042,77516,EPLERENONA ARISTO 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,Aristo Pharma Iberia S.L.,01/07/2013,Suspenso,02/04/2025,C03DA04,EPLERENONA,1,NO,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,EPLERENONA
22043,77517,NORMODORM 25 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,Laboratorios Normon S.A.,21/05/2013,Autorizado,21/05/2013,R06AA09,"DOXILAMINA, HIDROGENOSUCCINATO DE",1,SI,NO,Sin Receta,,SI,NO,NORMODORM
22044,77520,KERIETTE DIARIO 0.1 MG/0.02 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,Kern Pharma S.L.,21/05/2013,Autorizado,21/05/2013,G03AA07,"LEVONORGESTREL, ETINILESTRADIOL",2,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,KERIETTE
22045,77521,"KERIETTE 0,1 MG/0,02 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG",Kern Pharma S.L.,21/05/2013,Autorizado,21/05/2013,G03AA07,"LEVONORGESTREL, ETINILESTRADIOL",2,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,KERIETTE
22046,77553,MEMANTINA KERN PHARMA 10 MG/ML SOLUCION ORAL EFG,Kern Pharma S.L.,28/05/2013,Autorizado,28/05/2013,N06DX01,MEMANTINA HIDROCLORURO,1,SI,NO,Diagnóstico Hospitalario,,SI,NO,MEMANTINA
22047,77566,TELMISARTAN ACINO 40 MG COMPRIMIDOS EFG,Acino Ag,31/05/2013,Anulado,20/11/2020,C09CA07,TELMISARTAN,1,NO,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,TELMISARTAN
22048,77584,MEMANTINA STADAFARMA 10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,Laboratorio Stada S.L.,31/05/2013,Autorizado,31/05/2013,N06DX01,MEMANTINA HIDROCLORURO,1,SI,NO,Diagnóstico Hospitalario,,SI,NO,MEMANTINA
22049,77605,TELMISARTAN CINFA 40 MG COMPRIMIDOS EFG,Laboratorios Cinfa S.A.,11/06/2013,Autorizado,17/10/2013,C09CA07,TELMISARTAN,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,TELMISARTAN
22050,77614,"CONTROL POSITIVO DE HAL ALLERGY PRICK TEST 10 MG/ML, SOLUCION PARA PRUEBA CON ALERGENOS POR PUNCION",Hal Allergy B.V.,04/02/2014,Anulado,22/09/2021,V04CL,HISTAMINA DIHIDROCLORURO,1,NO,NO,Uso Hospitalario,,NO,NO,CONTROL
22051,67930,IBUKERN 600 MG SUSPENSION ORAL,Kern Pharma S.L.,10/07/2006,Autorizado,10/07/2006,M01AE01,IBUPROFENO,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,IBUKERN
22052,67932,RAMIPRIL SANDOZ 10 mg COMPRIMIDOS EFG,Sandoz Farmaceutica S.A.,07/07/2006,Autorizado,07/07/2006,C09AA05,RAMIPRIL,1,SI,NO,Medicamento Sujeto A Prescripción Médica. Tratamiento De Larga Duración,,NO,NO,RAMIPRIL
22053,67966,NORMOTRIDE 25 mg COMPRIMIDOS EFG,Arafarma Group S.A.,27/07/2006,Autorizado,27/07/2006,C07AG02,CARVEDILOL,1,SI,NO,Medicamento Sujeto A Prescripción Médica. Tratamiento De Larga Duración,,NO,NO,NORMOTRIDE
22054,67968,NUROFEN 400 mg COMPRIMIDOS RECUBIERTOS,Reckitt Benckiser Healthcare S.A.,27/07/2006,Autorizado,27/07/2006,M01AE01,IBUPROFENO,1,SI,NO,Sin Receta,,NO,NO,NUROFEN
22055,67977,SIMVASTATINA BENEL 20 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,Farmalider S.A.,28/07/2006,Autorizado,28/07/2006,C10AA01,SIMVASTATINA,1,SI,NO,Medicamento Sujeto A Prescripción Médica. Tratamiento De Larga Duración,,NO,NO,SIMVASTATINA
22056,67988,ACETILCISTEINA SANDOZ CARE 600 mg COMPRIMIDOS EFERVESCENTES,Sandoz Farmaceutica S.A.,22/09/2006,Autorizado,22/09/2006,R05CB01,ACETILCISTEINA,1,SI,NO,Sin Receta,,NO,NO,ACETILCISTEINA
22057,68016,BARNASCAN 3000 MBq/ml SOLUCION INYECTABLE,"Advanced Accelerator Applications Molecular Imaging Iberica, S.L.U.",05/09/2006,Autorizado,05/09/2006,V09IX04,FLUDESOXIGLUCOSA (18F),1,SI,NO,Uso Hospitalario,,NO,NO,BARNASCAN
22058,68020,JURNISTA 32 mg COMPRIMIDOS DE LIBERACION PROLONGADA,Janssen Cilag S.A.,05/09/2006,Anulado,16/01/2023,N02AA03,HIDROMORFONA HIDROCLORURO,1,NO,NO,Medicamento Sujeto A Prescripción Médica. Estupefacientes,,SI,NO,JURNISTA
22059,68033,ACIDO VALPROICO ALTAN 400 mg POLVO PARA SOLUCION INYECTABLE EFG,Altan Pharmaceuticals Sa,18/09/2006,Autorizado,18/09/2006,N03AG01,VALPROATO SODIO,1,SI,SI,Uso Hospitalario,,SI,NO,ACIDO VALPROICO
22060,68062,GABAPENTINA KORHISPANA 400 mg CAPSULAS DURAS EFG,Korhispana S.L.,05/10/2006,Autorizado,05/10/2006,N02BF01,GABAPENTINA,1,SI,NO,Medicamento Sujeto A Prescripción Médica. Tratamiento De Larga Duración,,SI,NO,GABAPENTINA
22061,68063,"FORMATRIS NOVOLIZER 12 microgramos/DOSIS, POLVO PARA INHALACION",Viatris Healthcare Limited,10/10/2006,Autorizado,10/10/2006,R03AC13,FORMOTEROL FUMARATO DIHIDRATO,1,SI,NO,Medicamento Sujeto A Prescripción Médica. Tratamiento De Larga Duración,Medicamentos para el aparato respiratorio administrados por vía inhalatoria,NO,NO,FORMATRIS
22062,68096,METAMIZOL STADA 575 mg CAPSULAS DURAS EFG,Laboratorio Stada S.L.,24/10/2006,Autorizado,24/10/2006,N02BB02,METAMIZOL MAGNESICO,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,SI,NO,METAMIZOL
22063,68114,CEFUROXIMA NORMON 250 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,Laboratorios Normon S.A.,30/10/2006,Autorizado,30/10/2006,J01DC02,CEFUROXIMA AXETILO,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,CEFUROXIMA
22064,68122,CEFTAZIDIMA LDP TORLAN 2 G POLVO PARA SOLUCION PARA PERFUSION EFG,Ldp Laboratorios Torlan S.A.,30/10/2006,Autorizado,30/10/2006,J01DD02,CEFTAZIDIMA,1,SI,NO,Uso Hospitalario,,NO,NO,CEFTAZIDIMA
22065,69793,PRAVASTATINA TECNIGEN 40 mg COMPRIMIDOS EFG,Tecnimede España Industria Farmaceutica S.A.,06/05/2008,Autorizado,06/05/2008,C10AA03,PRAVASTATINA SODICA,1,SI,NO,Medicamento Sujeto A Prescripción Médica. Tratamiento De Larga Duración,,NO,NO,PRAVASTATINA
22066,69795,IBUPROFENO (ARGININA) TECNIGEN 600 mg GRANULADO PARA SOLUCION ORAL EFG,Tecnimede España Industria Farmaceutica S.A.,06/05/2008,Anulado,08/03/2024,M01AE01,IBUPROFENO,1,NO,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,IBUPROFENO
22067,69827,ACIDO ALENDRONICO SEMANAL NORMON 70 mg COMPRIMIDOS EFG,Laboratorios Normon S.A.,20/05/2008,Autorizado,20/05/2008,M05BA04,ALENDRONATO SODIO TRIHIDRATO,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,ACIDO ALENDRONICO
22068,69831,VENLAFAXINA RETARD MABO 150 mg CAPSULAS DURAS DE LIBERACION PROLONGADA EFG,Mabo Farma S.A.,26/05/2008,Autorizado,26/05/2008,N06AX16,VENLAFAXINA  HIDROCLORURO,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,SI,NO,VENLAFAXINA
22069,69846,RANITIDINA RATIO 150 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,Ratiopharm Espana S.A.,05/06/2008,Anulado,19/05/2022,A02BA02,RANITIDINA HIDROCLORURO,1,NO,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,RANITIDINA
22070,69848,CANDIFIX 150 mg CAPSULAS DURAS EFG,Arafarma Group S.A.,04/06/2008,Autorizado,04/06/2008,J02AC01,FLUCONAZOL,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,CANDIFIX
22071,69850,NATIMED 300/400/2 microgramos COMPRIMIDOS,Desma Laboratorio Farmaceutico S.L.,09/06/2008,Suspenso,20/03/2025,A11EX,"FOLICO ACIDO, YODO, CIANOCOBALAMINA",3,NO,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,NATIMED
22072,69855,MIRTAZAPINA FLAS CINFA 15 mg COMPRIMIDOS BUCODISPERSABLES EFG,Laboratorios Cinfa S.A.,05/06/2008,Anulado,14/07/2021,N06AX11,MIRTAZAPINA,1,NO,NO,Medicamento Sujeto A Prescripción Médica,,SI,NO,MIRTAZAPINA
22073,69866,ATORVASTATINA NORMON 80 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,Laboratorios Normon S.A.,09/06/2008,Anulado,19/07/2024,C10AA05,ATORVASTATINA CALCICA,1,NO,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,ATORVASTATINA
22074,69883,TOPIRAMATO ALTER 200 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,Laboratorios Alter S.A.,17/06/2008,Anulado,12/02/2021,N03AX11,TOPIRAMATO,1,NO,NO,Medicamento Sujeto A Prescripción Médica,,SI,NO,TOPIRAMATO
22075,69887,TOPIRAMATO TARBIS 100 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,Tarbis Farma S.L.,16/06/2008,Suspenso,12/04/2024,N03AX11,TOPIRAMATO,1,NO,NO,Medicamento Sujeto A Prescripción Médica,,SI,NO,TOPIRAMATO
22076,69892,DONEPEZILO PENSA 10 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,Towa Pharmaceutical S.A.,16/06/2008,Autorizado,16/06/2008,N06DA02,DONEPEZILO HIDROCLORURO,1,SI,NO,Diagnóstico Hospitalario,,SI,NO,DONEPEZILO
22077,69894,SUMATRIPTAN AUROBINDO 100 mg COMPRIMIDOS EFG,Laboratorios Aurobindo S.L.U.,17/06/2008,Anulado,01/03/2021,N02CC01,SUMATRIPTAN SUCCINATO,1,NO,NO,Medicamento Sujeto A Prescripción Médica,,SI,NO,SUMATRIPTAN
22078,69916,ADELAN SEMANAL 70 mg COMPRIMIDOS EFG,Especialidades Farmaceuticas Centrum S.A.,03/07/2008,Anulado,07/08/2025,M05BA04,ALENDRONATO SODIO TRIHIDRATO,1,NO,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,ADELAN
22079,69921,PAROXETINA QUALIGEN 20 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,"Qualigen, S.L.",30/06/2008,Anulado,27/03/2023,N06AB05,PAROXETINA  HIDROCLORURO,1,NO,NO,Medicamento Sujeto A Prescripción Médica,,SI,NO,PAROXETINA
22080,69927,ISOACNE 40 mg CAPSULAS BLANDAS,Pierre Fabre Iberica S.A.,30/06/2008,Autorizado,30/06/2008,D10BA01,ISOTRETINOINA,1,SI,SI,Diagnóstico Hospitalario,,SI,NO,ISOACNE
22081,69930,"CO-DIOVAN 320 mg/12,5 mg COMPRIMIDOS RECUBIERTOS CON PELICULA",Novartis Farmaceutica S.A.,07/07/2008,Autorizado,07/07/2008,C09DA03,"VALSARTAN, HIDROCLOROTIAZIDA",2,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,CO-DIOVAN
22082,71661,"LETROZOL KERN PHARMA 2,5 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG",Kern Pharma S.L.,20/11/2009,Autorizado,20/11/2009,L02BG04,LETROZOL,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,LETROZOL
22083,71680,BISOLVON ANTITUSIVO 15 mg SOLUCION ORAL EN SOBRES,Opella Healthcare Spain S.L.,24/11/2009,Anulado,07/09/2021,R05DA09,DEXTROMETORFANO HIDROBROMURO,1,NO,NO,Sin Receta,,NO,NO,BISOLVON
22084,71685,FLUCONAZOL PHARMATHEN 50 MG CAPSULAS DURAS EFG,Pharmathen S.A.,14/05/2010,Autorizado,14/05/2010,J02AC01,FLUCONAZOL,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,FLUCONAZOL
22085,71698,LERCANIDIPINO TEVA-RATIOPHARM 10 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,Teva Pharma S.L.U.,25/05/2010,Autorizado,25/05/2010,C08CA13,LERCANIDIPINO HIDROCLORURO,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,LERCANIDIPINO
22086,71699,LERCANIDIPINO TEVA-RATIOPHARM 20 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,Teva Pharma S.L.U.,25/05/2010,Autorizado,25/05/2010,C08CA13,LERCANIDIPINO HIDROCLORURO,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,LERCANIDIPINO
22087,71701,ARAFISIO 1250 mg COMPRIMIDOS EFERVESCENTES,Arafarma Group S.A.,01/12/2009,Anulado,07/09/2023,M01AX05,GLUCOSAMINA HIDROCLORURO,1,NO,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,ARAFISIO
22088,71717,ATORIS 10 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,Krka D.D. Novo Mesto,22/07/2011,Anulado,25/09/2023,C10AA05,ATORVASTATINA CALCICA,1,NO,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,ATORIS
22089,71726,VALSARTAN TEVA-RATIOPHARM 40 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,Teva Pharma S.L.U.,13/10/2010,Anulado,11/11/2024,C09CA03,VALSARTAN,1,NO,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,VALSARTAN
22090,71733,KALOBA GOTAS ORALES,Dr. Willmar Schwabe Gmbh & Co. Kg,10/12/2009,Autorizado,10/12/2009,R05,PELARGONIUM SIDOIDES EXTRACTO LIQUIDO DE RAIZ,1,SI,NO,Sin Receta,,NO,NO,KALOBA
22091,71734,DONEPEZILO AUROVITAS SPAIN 5 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,"Aurovitas Spain, S.A.U.",01/06/2010,Anulado,08/10/2021,N06DA02,DONEPEZILO HIDROCLORURO,1,NO,NO,Diagnóstico Hospitalario,,SI,NO,DONEPEZILO
22092,71754,OLANZAPINA SANDOZ 10 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,Sandoz Farmaceutica S.A.,13/07/2010,Autorizado,13/07/2010,N05AH03,OLANZAPINA,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,SI,NO,OLANZAPINA
22093,71792,"PRAMIPEXOL KERN PHARMA 0,18 mg COMPRIMIDOS EFG",Kern Pharma S.L.,24/03/2011,Autorizado,24/03/2011,N04BC05,PRAMIPEXOL,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,SI,NO,PRAMIPEXOL
22094,71818,RISEDRONATO SEMANAL SANDOZ 35 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,Sandoz Farmaceutica S.A.,25/02/2010,Autorizado,25/02/2010,M05BA07,RISEDRONATO SODIO,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,RISEDRONATO
22095,71825,CLOPIDOGREL VIR PHARMA 75 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,Industria Quimica Y Farmaceutica Vir S.A.,18/01/2010,Autorizado,18/01/2010,B01AC04,CLOPIDOGREL HIDROGENOSULFATO,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,CLOPIDOGREL
22096,71866,METILPREDNISOLONA NORMON 40 mg POLVO Y DISOLVENTE PARA SOLUCION INYECTABLE EFG,Laboratorios Normon S.A.,29/01/2010,Autorizado,29/01/2010,H02AB04,"METILPREDNISOLONA, HIDROGENOSUCCINATO DE",1,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,METILPREDNISOLONA
22097,71868,FLUOROURACILO ACCORD 50 mg/ml SOLUCION INYECTABLE O PARA PERFUSION EFG,Accord Healthcare S.L.U.,01/12/2010,Autorizado,01/12/2010,L01BC02,FLUOROURACILO,1,SI,NO,Uso Hospitalario,,SI,SI,FLUOROURACILO
22098,71869,VATOUD 75 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,Laboratorios Alter S.A.,01/02/2010,Autorizado,01/02/2010,B01AC04,CLOPIDOGREL,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,VATOUD
22099,71881,SALOFALK 4 g/60 ml SUSPENSION RECTAL,Dr. Falk Pharma Gmbh,09/02/2010,Autorizado,09/02/2010,A07EC02,MESALAZINA,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,SALOFALK
22100,71908,"OXIGENO MEDICINAL GAS LINDE GAS MEDICINAL COMPRIMIDO 99,5% V/V EN BOTELLAS","Linde Medica, S.L.U.",22/02/2010,Autorizado,22/02/2010,V03AN01,OXIGENO,1,SI,NO,Uso Hospitalario,,NO,NO,OXIGENO
22101,71913,RIVASTIGMINA NORMON 2 mg/ml SOLUCION ORAL EFG,Laboratorios Normon S.A.,24/02/2010,Autorizado,24/02/2010,N06DA03,RIVASTIGMINA,1,SI,NO,Diagnóstico Hospitalario,,SI,NO,RIVASTIGMINA
22102,71949,ESCITALOPRAM KERN PHARMA 15 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,Kern Pharma S.L.,09/03/2010,Autorizado,09/03/2010,N06AB10,ESCITALOPRAM OXALATO,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,SI,NO,ESCITALOPRAM
22103,76760,OSMILLE D 600 MG/1000 UI COMPRIMIDOS BUCODISPERSABLES,Italfarmaco S.A.,23/05/2014,Autorizado,23/05/2014,A12AX,"CALCIO CARBONATO, COLECALCIFEROL",2,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,OSMILLE
22104,76791,"LAIRESP 0,5 MG/ML SOLUCION PARA PULVERIZACION NASAL",Lainco S.A.,21/11/2012,Autorizado,21/11/2012,R01AA05,OXIMETAZOLINA HIDROCLORURO,1,SI,NO,Sin Receta,,NO,NO,LAIRESP
22105,76813,STREPSILS PASTILLAS PARA CHUPAR SABOR JENGIBRE,Reckitt Benckiser Healthcare S.A.,27/11/2012,Suspenso,11/03/2022,R02AA03,"DICLOROBENCILICO ALCOHOL, AMILMETACRESOL",2,NO,NO,Sin Receta,,NO,NO,STREPSILS
22106,76880,"PRAMIPEXOL AUROVITAS 0,7 MG COMPRIMIDOS EFG","Aurovitas Spain, S.A.U.",12/02/2013,Autorizado,12/02/2013,N04BC05,PRAMIPEXOL DIHIDROCLORURO MONOHIDRATO,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,SI,NO,PRAMIPEXOL
22107,76896,"ZOLMITRIPTAN JUBILANT 2,5 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG",Jubilant Pharmaceuticals,10/12/2012,Anulado,15/04/2024,N02CC03,ZOLMITRIPTAN,1,NO,NO,Medicamento Sujeto A Prescripción Médica,,SI,NO,ZOLMITRIPTAN
22108,76897,"ZOLMITRIPTAN FLAS JUBILANT 2,5 MG COMPRIMIDOS BUCODISPERSABLES EFG",Jubilant Pharmaceuticals,10/12/2012,Anulado,15/04/2024,N02CC03,ZOLMITRIPTAN,1,NO,NO,Medicamento Sujeto A Prescripción Médica,,SI,NO,ZOLMITRIPTAN
22109,76906,PECTOX FORTE 100 MG/ML SOLUCION ORAL,Italfarmaco S.A.,14/12/2012,Autorizado,14/12/2012,R05CB03,CARBOCISTEINA,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,PECTOX
22110,76908,IRBESARTAN VISO FARMACEUTICA 75 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,Glenmark Arzneimittel Gmbh,05/02/2013,Anulado,22/12/2022,C09CA04,IRBESARTAN,1,NO,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,IRBESARTAN
22111,76925,SILDENAFILO QUALIGEN 100 MG COMPRIMIDOS MASTICABLES EFG,Neuraxpharm Spain S.L.,21/12/2012,Autorizado,21/12/2012,G04BE03,SILDENAFILO CITRATO,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,SI,NO,SILDENAFILO
22112,76953,QUETIAPINA KERN PHARMA 200 MG COMPRIMIDOS DE LIBERACION PROLONGADA EFG,Kern Pharma S.L.,04/01/2013,Suspenso,09/10/2024,N05AH04,QUETIAPINA HEMIFUMARATO,1,NO,NO,Medicamento Sujeto A Prescripción Médica,,SI,NO,QUETIAPINA
22113,76985,CLARITROMICINA BLUEPHARMA 500 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,Bluepharma Industria Farmaceutica S.A.,16/01/2013,Anulado,02/09/2024,J01FA09,CLARITROMICINA,1,NO,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,CLARITROMICINA
22114,76988,"ATOSIBAN NORMON 6,75 MG/0,9 ML SOLUCION INYECTABLE EFG",Laboratorios Normon S.A.,16/01/2013,Autorizado,16/01/2013,G02CX01,ATOSIBAN ACETATO,1,SI,NO,Uso Hospitalario,,NO,NO,ATOSIBAN
22115,77013,LANSOPRAZOL STADA 15 MG CAPSULAS DURAS GASTRORRESISTENTES EFG,Laboratorio Stada S.L.,22/01/2013,Autorizado,22/01/2013,A02BC03,LANSOPRAZOL,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,LANSOPRAZOL
22116,77014,LANSOPRAZOL STADA 30 MG CAPSULAS DURAS GASTRORRESISTENTES EFG,Laboratorio Stada S.L.,22/01/2013,Autorizado,22/01/2013,A02BC03,LANSOPRAZOL,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,LANSOPRAZOL
22117,77032,TAIOMA 40 MG COMPRIMIDOS DE LIBERACION PROLONGADA EFG,Aristo Pharma Iberia S.L.,24/01/2013,Autorizado,24/01/2013,N02AA05,OXICODONA HIDROCLORURO,1,SI,NO,Medicamento Sujeto A Prescripción Médica. Estupefacientes,,SI,NO,TAIOMA
22118,77034,ESOMEPRAZOL KRKA 20 MG CÁPSULAS DURAS GASTRORRESISTENTES EFG,Krka D.D. Novo Mesto,24/01/2013,Autorizado,24/01/2013,A02BC05,ESOMEPRAZOL MAGNESICO,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,ESOMEPRAZOL
22119,77041,"OXIGENO MEDICINAL GAS SOLGROUP 99,5% V/V GAS PARA INHALACION",Sol S.P.A.,28/01/2013,Autorizado,28/01/2013,V03AN01,OXIGENO,1,SI,NO,Uso Hospitalario,,NO,NO,OXIGENO
